Date,Open,High,Low,Close,Adj Close,Volume
2022-12-14,26075.099609,26280.900391,26071.689453,123630.27,26258.419922,295570000
2022-12-15,26213.550781,26221.240234,26122.310547,120211.66,26179.130859,250940000
2022-12-16,26238.029297,26282.169922,26138.470703,115267.02,26218.130859,271980000
2022-12-17,26213.419922,26398.900391,26212.779297,142440.99,26384.630859,233040000
2022-12-18,26427.560547,26487.570313,26370.820313,145444.71,26424.990234,229550000
2022-12-19,26312.669922,26344.650391,26246.029297,156991.62,26341.019531,229380000
2022-12-20,26243.539063,26246.339844,26103.140625,127282.31,26150.580078,244410000
2022-12-21,26173.710938,26209.490234,26101.240234,144423.96,26157.160156,203130000
2022-12-22,26188.210938,26229.880859,26062.589844,133152.77,26143.050781,211680000
2022-12-23,26357.789063,26436.679688,26309.720703,132514.07,26412.300781,369910000
2022-12-24,26407.759766,26424.849609,26316.419922,118678.99,26384.769531,250620000
2022-12-25,26482.189453,26530.710938,26397.189453,128300.54,26452.660156,302340000
2022-12-26,26468.529297,26501.019531,26391.859375,203386.05,26449.539063,367780000
2022-12-27,26463.369141,26602.419922,26444.529297,222367.21,26559.539063,332850000
2022-12-28,26510.769531,26553.050781,26458.609375,203217.11,26511.050781,232570000
2022-12-29,26513.830078,26695.960938,26503.560547,201919.41,26656.390625,311690000
2022-12-30,26652.560547,26680.580078,26582.859375,198238.2,26597.050781,283370000
2022-12-31,26426.369141,26536.480469,26310.279297,148775.58,26462.080078,296730000
2023-01-01,26454.619141,26543.560547,26392.550781,169038.73,26543.330078,317290000
2023-01-02,26559.869141,26602.539063,26520.750000,206267.54,26554.390625,279450000
2023-01-03,26594.560547,26614.039063,26419.470703,193925.31,26592.910156,340320000
2023-01-04,26639.060547,26689.390625,26426.380859,191395.32,26430.140625,303850000
2023-01-05,26407.150391,26454.689453,26180.359375,179879.67,26307.789063,287610000
2023-01-06,26379.140625,26534.960938,26370.089844,143331.76,26504.949219,248900000
2023-01-07,26160.619141,26476.269531,26033.949219,179723.38,26438.480469,283020000
2023-01-08,26276.900391,26276.900391,25789.710938,167967.32,25965.089844,334960000
2023-01-09,25933.789063,26118.099609,25889.410156,160806.4,25967.330078,276420000
2023-01-10,25878.849609,25884.890625,25517.390625,148709.67,25828.359375,334760000
2023-01-11,25763.720703,26019.320313,25469.859375,144019.85,25942.369141,294580000
2023-01-12,25568.060547,25568.060547,25222.509766,129151.67,25324.990234,361240000
2023-01-13,25384.029297,25688.960938,25384.029297,133778.5,25532.050781,291570000
2023-01-14,25400.130859,25724.890625,25341.939453,171028.33,25648.019531,270720000
2023-01-15,25692.140625,25957.630859,25692.140625,170534.86,25862.679688,320960000
2023-01-16,25719.949219,25948.740234,25657.779297,151505.05,25764.000000,283760000
2023-01-17,25655.310547,25751.710938,25560.550781,78466.53,25679.900391,279560000
2023-01-18,25782.339844,25898.269531,25779.609375,105780.34,25877.330078,260870000
2023-01-19,25818.460938,25878.210938,25755.109375,119840.5,25776.609375,241760000
2023-01-20,25657.990234,25657.990234,25328.089844,126235.05,25490.470703,316940000
2023-01-21,25551.070313,25670.810547,25496.199219,151184.38,25585.689453,201370000
2023-01-22,25616.550781,25717.630859,25342.279297,158131.51,25347.769531,358980000
2023-01-23,25231.460938,25231.460938,24938.240234,136232.07,25126.410156,298930000
2023-01-24,25139.939453,25218.539063,25066.750000,151362.42,25169.880859,215240000
2023-01-25,25046.310547,25046.310547,24809.509766,147547.86,24815.039063,292230000
2023-01-26,24830.160156,24935.210938,24680.570313,155324.74,24819.779297,328240000
2023-01-27,24962.820313,25343.769531,24962.820313,132803.19,25332.179688,281690000
2023-01-28,25451.000000,25544.660156,25373.580078,153470.41,25539.570313,262660000
2023-01-29,25567.449219,25800.300781,25518.050781,175471.26,25720.660156,248070000
2023-01-30,25768.720703,26072.750000,25768.720703,146862.37,25983.939453,263010000
2023-01-31,26090.220703,26210.609375,26054.310547,127265.95,26062.679688,249280000
2023-02-01,26180.589844,26248.669922,25998.869141,134168.24,26048.509766,253490000
2023-02-02,26040.300781,26082.099609,25958.660156,123938.95,26004.830078,223690000
2023-02-03,26036.939453,26146.910156,25995.710938,121528.88,26106.769531,213400000
2023-02-04,26076.359375,26162.279297,25988.089844,177504.97,26089.609375,208020000
2023-02-05,26108.529297,26165.779297,26049.800781,217334.14,26112.529297,199500000
2023-02-06,26228.880859,26527.189453,26227.759766,146728,26465.539063,273490000
2023-02-07,26490.160156,26569.750000,26415.050781,142065.2,26504.000000,240950000
2023-02-08,26665.380859,26798.630859,26539.689453,151923.43,26753.169922,278170000
2023-02-09,26749.119141,26907.369141,26705.869141,152922.8,26719.130859,485560000
2023-02-10,26727.609375,26806.519531,26723.369141,155283.69,26727.539063,232390000
2023-02-11,26731.609375,26752.310547,26527.660156,182614.15,26548.220703,282160000
2023-02-12,26599.419922,26660.039063,26536.330078,189330.33,26536.820313,274340000
2023-02-13,26523.720703,26607.240234,26465.320313,181113.65,26526.580078,246930000
2023-02-14,26605.929688,26638.349609,26522.269531,148910.49,26599.960938,499350000
2023-02-15,26805.859375,26890.640625,26616.210938,181681.92,26717.429688,267670000
2023-02-16,26719.529297,26787.560547,26632.650391,168750.01,26786.679688,219270000
2023-02-17,26832.320313,26966.000000,26831.439453,169028.06,26966.000000,149840000
2023-02-18,26867.750000,26950.810547,26733.330078,185735.98,26922.119141,192170000
2023-02-19,26835.640625,26839.140625,26744.869141,272564,26806.140625,214290000
2023-02-20,26725.119141,26807.699219,26665.570313,222274.51,26783.490234,218330000
2023-02-21,26851.960938,26983.449219,26813.109375,197521.77,26860.199219,207990000
2023-02-22,26950.160156,27088.449219,26916.320313,160049.3,27088.080078,252300000
2023-02-23,27139.490234,27333.789063,27135.449219,145053.2,27332.029297,248390000
2023-02-24,27364.689453,27364.689453,27294.169922,141804.8,27359.160156,199730000
2023-02-25,27349.320313,27398.679688,27290.240234,224846.22,27335.630859,226000000
2023-02-26,27320.910156,27343.060547,27218.380859,257255.63,27219.849609,193930000
2023-02-27,27191.980469,27266.810547,27068.789063,174192.85,27222.970703,216070000
2023-02-28,27246.380859,27342.960938,27145.779297,187497.57,27154.199219,287690000
2023-03-01,27174.179688,27227.769531,27088.900391,165791.9,27171.900391,216310000
2023-03-02,27231.859375,27368.810547,27204.580078,123131.64,27349.189453,248850000
2023-03-03,27262.240234,27291.039063,27191.119141,119196.14,27269.970703,244320000
2023-03-04,27247.390625,27298.429688,27062.480469,139440.09,27140.980469,241420000
2023-03-05,27166.000000,27213.699219,27123.250000,165247.07,27192.449219,233650000
2023-03-06,27192.240234,27275.849609,27178.060547,139973.96,27221.349609,250850000
2023-03-07,27145.390625,27224.359375,27069.859375,129949.27,27198.019531,293250000
2023-03-08,27244.669922,27281.650391,26719.599609,131586.1,26864.269531,385150000
2023-03-09,26879.859375,27175.589844,26548.710938,194092.67,26583.419922,386320000
2023-03-10,26528.660156,26570.019531,26249.220703,226927.23,26485.009766,327640000
2023-03-11,26259.230469,26259.230469,25523.380859,288118.97,25717.740234,422240000
2023-03-12,25810.619141,26038.679688,25710.869141,322060.52,26029.519531,318160000
2023-03-13,25814.220703,26073.210938,25440.390625,282822.19,26007.070313,344790000
2023-03-14,26086.519531,26383.609375,26038.099609,326006.89,26378.189453,282530000
2023-03-15,26337.089844,26413.359375,26097.640625,314879.62,26287.439453,240260000
2023-03-16,26169.910156,26178.949219,25824.939453,281910.34,25896.439453,199390000
2023-03-17,25888.880859,26426.970703,25833.250000,275919.89,26279.910156,308900000
2023-03-18,26035.080078,26035.080078,25471.589844,269435.09,25479.419922,352250000
2023-03-19,25514.250000,25639.689453,25339.599609,342214.63,25579.390625,332600000
2023-03-20,25678.169922,25929.650391,25678.169922,285293.07,25886.009766,276210000
2023-03-21,26020.060547,26222.320313,26020.060547,303923.52,26135.789063,252640000
2023-03-22,26086.859375,26160.119141,25952.000000,266757.11,25962.439453,238100000
2023-03-23,26145.359375,26268.320313,26141.769531,216698.61,26202.730469,208790000
2023-03-24,26271.640625,26388.779297,26099.009766,212026.71,26252.240234,222810000
2023-03-25,26134.210938,26320.289063,25507.179688,295852.66,25628.900391,364260000
2023-03-26,25826.050781,25941.250000,25716.390625,321726.92,25898.830078,222780000
2023-03-27,26014.460938,26054.019531,25721.849609,247877.12,25777.900391,263530000
2023-03-28,25712.990234,26041.570313,25637.429688,240044.28,26036.099609,207070000
2023-03-29,26249.089844,26408.839844,26185.710938,206238.15,26362.250000,208650000
2023-03-30,26476.390625,26514.619141,26295.589844,196404.5,26403.279297,2190810000
2023-03-31,26198.259766,26198.259766,25978.220703,192386.78,26118.019531,223210000
2023-04-01,26301.990234,26362.349609,26244.439453,253559.43,26355.470703,202710000
2023-04-02,26603.150391,26836.300781,26603.150391,266563.52,26728.150391,256670000
2023-04-03,26790.250000,26860.869141,26708.390625,248156.75,26797.460938,209700000
2023-04-04,26866.230469,26900.830078,26762.179688,223351.88,26835.509766,273120000
2023-04-05,26805.830078,26909.429688,26717.050781,217880.55,26909.429688,322340000
2023-04-06,26928.050781,27137.039063,26885.480469,210353.26,27137.039063,272590000
2023-04-07,27197.320313,27306.730469,27105.009766,220599.17,27182.449219,250010000
2023-04-08,27216.669922,27277.550781,27193.949219,255914.77,27219.519531,255260000
2023-04-09,27146.060547,27172.869141,27032.560547,253068.07,27076.820313,220620000
2023-04-10,27010.119141,27110.800781,26984.140625,280969.04,27110.800781,223580000
2023-04-11,27075.390625,27161.929688,26899.150391,255247.22,27147.080078,212860000
2023-04-12,27186.050781,27272.169922,27064.210938,203642.41,27094.789063,212360000
2023-04-13,27102.179688,27194.750000,26926.679688,198446.25,26935.070313,497640000
2023-04-14,26851.449219,27011.070313,26831.339844,176863.14,26949.990234,204240000
2023-04-15,27034.070313,27079.679688,26704.960938,219367.21,26807.769531,301750000
2023-04-16,26866.710938,27016.560547,26755.859375,283393.93,26970.710938,237220000
2023-04-17,27004.109375,27015.070313,26803.839844,203650.18,26891.119141,229180000
2023-04-18,26987.259766,27012.539063,26715.820313,222444.48,26820.250000,217780000
2023-04-19,26852.330078,26998.859375,26852.330078,220907.6,26916.830078,222680000
2023-04-20,26962.539063,27046.210938,26562.220703,199278.12,26573.039063,260110000
2023-04-21,26425.859375,26438.039063,25974.119141,194760.6,26078.619141,309640000
2023-04-22,26039.019531,26205.199219,25743.460938,244795.63,26201.039063,241610000
2023-04-23,26271.699219,26590.740234,26271.699219,256780.13,26573.720703,221310000
2023-04-24,26502.330078,26655.839844,26424.539063,218884.57,26478.019531,195200000
2023-04-25,26276.589844,26421.810547,26139.800781,202627.65,26164.039063,244590000
2023-04-26,26308.230469,26424.310547,26249.750000,237571.51,26346.009766,190060000
2023-04-27,26317.349609,26603.310547,26314.509766,237523.4,26496.669922,217680000
2023-04-28,26694.199219,27013.970703,26694.199219,213020.07,26816.589844,282080000
2023-04-29,26766.429688,26874.330078,26749.179688,233730.17,26787.359375,178620000
2023-04-30,26811.199219,27120.109375,26811.199219,267442.58,27024.800781,245510000
2023-05-01,26972.310547,27058.339844,26943.289063,248308.7,27001.980469,214660000
2023-05-02,27032.380859,27112.160156,26970.289063,183294.61,27025.880859,222540000
2023-05-03,27004.490234,27018.250000,26770.130859,194052.5,26770.199219,288970000
2023-05-04,26852.669922,26852.669922,26747.619141,200826.44,26827.640625,241030000
2023-05-05,26850.429688,26946.640625,26782.609375,223559.66,26788.099609,265510000
2023-05-06,26835.240234,26896.890625,26745.000000,225476.27,26833.949219,247680000
2023-05-07,26893.929688,26931.779297,26714.339844,215887.32,26805.529297,253590000
2023-05-08,26789.609375,27015.369141,26765.679688,235802.69,26958.060547,274610000
2023-05-09,27040.330078,27167.880859,27028.710938,229387.93,27090.720703,290770000
2023-05-10,27061.070313,27165.939453,27039.759766,242027.31,27071.460938,269610000
2023-05-11,27110.710938,27204.359375,26999.640625,216820.39,27186.689453,231750000
2023-05-12,27188.369141,27188.369141,26918.289063,215553.29,27046.230469,270910000
2023-05-13,27142.949219,27347.429688,27142.949219,226017.23,27347.359375,270870000
2023-05-14,27402.060547,27517.580078,27402.060547,264057.04,27462.109375,273030000
2023-05-15,27500.230469,27560.359375,27453.550781,260095.37,27492.630859,286350000
2023-05-16,27502.740234,27526.050781,27407.810547,270209.79,27492.560547,237910000
2023-05-17,27590.160156,27774.669922,27590.160156,255842.36,27674.800781,259020000
2023-05-18,27686.199219,27694.949219,27578.970703,243724.78,27681.240234,221440000
2023-05-19,27580.660156,27714.390625,27517.669922,228156.99,27691.490234,202350000
2023-05-20,27701.589844,27770.859375,27635.320313,260218.04,27691.490234,213670000
2023-05-21,27622.039063,27806.400391,27587.199219,292455.67,27783.589844,278390000
2023-05-22,27757.199219,27800.710938,27676.970703,332708.34,27781.960938,303970000
2023-05-23,27843.539063,28004.890625,27843.539063,230195.07,28004.890625,283720000
2023-05-24,27993.220703,28040.970703,27969.240234,228023.9,28036.220703,252320000
2023-05-25,28079.759766,28090.210938,27894.519531,234747.49,27934.019531,245890000
2023-05-26,27879.550781,27897.279297,27675.279297,229558.31,27821.089844,258140000
2023-05-27,27820.279297,27828.330078,27708.339844,261494.83,27766.289063,232020000
2023-05-28,27831.230469,27898.460938,27773.980469,264518.37,27875.619141,214780000
2023-05-29,27917.769531,28068.689453,27917.769531,282503.46,28066.470703,248420000
2023-05-30,28080.750000,28146.019531,28042.210938,245267.53,28121.679688,324050000
2023-05-31,28156.470703,28174.970703,28075.230469,229300.69,28164.000000,198210000
